oid,year,E,N,qc1Ncs,mS,mF,pgaS,pgaF,LSN_S,LSN_F,eband
CPT-LWD-39,2011,1574370.83,5180734.91,166.79796356859686,0,1,22.14,97.21,0.661204055245732,3.9292142794886975,CE
CPT-MRV-01,2010,1568833.95,5181086.57,95.87149520567642,0,1,22.71,44.14,4.57968177524306,9.531266825875134,W
CPT-MRV-18,2011,1569499.35,5182058.89,84.80236609630245,0,1,22.71,46.79,3.2128038825634726,7.1567734557355465,W
CPT-MRV-20,2011,1568903.81,5182027.39,90.14616311042522,0,1,22.71,42.12,3.720544871995481,6.777610064151697,W
CPT-NBT-06,2010,1576518.73,5183170.57,88.1477514248339,0,0,21.67,74.33,8.49929058461898,17.349731660182723,E
CPT-NBT-07,2010,1566700.95,5185625.14,86.56659265285143,0,1,27.03,24.7,10.994917450901514,8.246744575622857,W
CPT-NBT-15,2011,1576238.53,5184085.64,108.19307427090332,0,1,22.03,67.25,5.092372339196043,15.169645834686056,E
CPT-NBT-19,2011,1576260.54,5183400.36,109.78531409392204,0,1,22.03,74.33,5.9829106610733405,15.739792541072568,E
CPT-NBT-21,2011,1576689.57,5183579.63,111.9926150705001,0,1,21.67,74.33,4.892872077423248,16.92184770312609,E
CPT-NBT-26,2011,1577072.23,5183485.21,95.23509908505947,0,1,21.67,75.33,4.960930196477926,14.920964945416852,E
CPT-NBT-28,2011,1576999.33,5182961.39,128.02773063462178,0,1,21.67,81.63,6.566014227535572,19.69344624205271,E
CPT-NBT-33,2011,1575981.75,5184006.81,87.89970283479161,0,1,22.03,69.93,9.850330285097677,21.264685863574947,E
CPT-NBT-34,2011,1578173.96,5181502.22,157.89870618409984,0,1,21.24,98.34,0.5469523475273848,4.92444550436654,E
CPT-NBT-36,2011,1577915.39,5181879.65,110.20953208853584,0,1,21.24,95.51,7.921873115194663,24.148088749756504,E
CPT-NBT-37,2011,1577869.6,5181927.17,114.714103823321,0,1,21.24,95.51,9.471263639152133,24.56317569971908,E
CPT-NBT-40,2011,1577879.63,5182401.25,101.75001989864042,0,1,21.24,85.08,10.120259040938889,26.56846919584707,E
CPT-NBT-41,2011,1577689.42,5182456.8,95.69338141588678,0,1,21.67,85.08,10.486649497725985,24.897003402560237,E
CPT-NBT-42,2011,1577517.5,5182578.56,89.50861040608831,0,1,21.67,85.08,11.011485086018617,27.449510810097998,E
CPT-NBT-43,2011,1577737.64,5182604.66,109.70701221183684,0,0,21.67,85.08,4.341498936649767,16.59833874296895,E
CPT-NBT-44,2011,1578020.43,5182556.62,135.66497167042277,0,0,21.24,85.08,1.5185478574870153,8.16063474899635,E
CPT-NBT-45,2011,1578043.27,5182379.42,134.20746146646317,0,1,21.24,85.08,3.728878817498806,14.381980581268389,E
CPT-NBT-46,2011,1578147.62,5182239.73,130.4720059062769,0,1,21.24,91.87,2.853348371697356,15.105281112973223,E
CPT-NBT-47,2011,1578131.91,5182044.01,120.96807122233548,0,1,21.24,98.34,5.606060329666962,18.916740821211448,E
CPT-NBT-48,2011,1578150.61,5181805.9,134.9968805759779,0,0,21.24,98.34,1.9485683840989805,10.604764492968668,E
CPT-NBT-49,2011,1578221.91,5181674.11,121.53979305081972,0,0,21.24,98.34,3.225020865156716,15.483589426921805,E
CPT-NNB-02,2011,1576659.17,5184563.24,103.36859403647416,0,1,21.91,67.25,6.123580478392835,19.94277852808661,E
CPT-NNB-07,2011,1577290.93,5184259.07,122.56324431348254,0,1,21.67,69.34,2.7224429516456263,10.425603672853438,E
CPT-NNB-09,2011,1577240.91,5184055.08,119.94822486470603,0,1,21.67,75.33,2.641745367844198,10.606483732047163,E
CPT-OPA-02,2011,1572027.14,5177886.08,86.54913268901873,0,1,22.09,78.72,3.952450110243787,9.55960181561518,CW
CPT-OPA-04,2011,1572404.02,5177662.93,102.63168499256982,0,1,22.59,89.04,6.221337029096985,14.944565497096772,CW
CPT-OPA-06,2011,1572476.04,5177626.81,87.64024687495197,0,1,22.59,89.04,8.413325114033068,18.88133684181946,CW
CPT-OPA-08,2011,1572507.55,5177469.63,77.11622846310661,0,1,22.59,109.5,9.479789473237547,13.954390751465056,CW
CPT-OPA-10,2011,1573062.67,5177494.41,118.6270645243968,0,1,22.59,118.5,8.522158487629152,20.22559861104092,CW
CPT-OPA-11,2011,1573095.28,5177648.89,113.66889633357334,0,1,22.59,96.65,4.744140533233487,12.266894149841502,CW
CPT-OPA-14,2011,1572537.33,5177329.67,108.2920163061647,0,1,22.59,109.5,4.665835121179303,9.361406048499344,CW
CPT-OPA-15,2011,1572792.41,5177217.1,92.57483435162302,0,1,22.59,118.5,2.624371805755199,8.786577850026552,CW
CPT-OPA-16,2011,1573028.91,5177332.48,117.0341548050559,0,1,22.59,118.5,4.538509599940381,14.761965752633625,CW
CPT-OPA-18,2011,1573234.74,5177267.31,133.16756768576963,0,1,22.59,118.5,0.7855388918189599,2.791427656355851,CE
CPT-OPA-20,2011,1572957.87,5176851.21,77.51894556815935,0,1,20.53,118.5,9.139026970886118,15.0954985281255,CW
CPT-OPA-24,2011,1572375.86,5177133.42,113.80924416231588,0,1,22.09,109.5,3.548371616364674,7.751812966204597,CW
CPT-PAI-14,2011,1568706.54,5182934.02,82.90049016699633,0,1,24.8,38.2,10.153267731242146,14.91011990235507,W
CPT-PAI-15,2011,1568530.37,5182644.97,96.82037312361604,0,1,22.71,35.1,2.4073995639248773,3.1524400119225566,W
CPT-PAI-17,2011,1568983.3,5182993.07,90.90645748935816,0,1,24.8,38.2,7.139190962530327,12.225290465965791,W
CPT-PAI-18,2011,1567724.07,5183502.86,75.54437669096497,0,1,25.38,29.71,3.660197028766107,3.989313626157398,W
CPT-PAI-19,2011,1568201.92,5184335.52,75.67572155334973,0,0,25.38,28.11,4.090336837489818,4.089913634070059,W
CPT-PIN-04,2010,1575778.41,5197255.67,87.99187277144125,1,1,23.89,22.23,10.761588500465566,9.2184611758917,E
CPT-PIN-05,2010,1575788.41,5197346.64,95.63559379573282,1,1,23.89,22.23,10.567762854480584,8.391846695498975,E
CPT-PIN-07,2010,1575914.36,5197211.69,100.20246432028304,1,1,23.89,22.23,8.683096252193467,7.467630997508515,E
CPT-PIN-08,2010,1575876.38,5197119.73,101.86184611195613,1,1,23.89,22.23,12.305974842833468,11.165343925651314,E
CPT-PIN-11,2010,1575805.41,5197646.53,96.64189264351752,0,0,23.29,22.23,5.702177998267635,5.064645100710767,E
CPT-PRK-04,2010,1575168.5,5186048.65,100.91304432191804,0,1,22.37,51.03,7.099110073304582,13.486556661229567,E
CPT-PRK-05,2010,1575593.44,5186064.8,95.70970714314063,0,1,22.37,52.39,5.627424787076843,13.476577090338957,E
CPT-PRK-06,2010,1575747.58,5186099.93,86.70209241042345,0,1,22.37,52.39,7.959381555986615,17.734363614904147,E
CPT-PRK-07,2010,1575631.11,5185816.64,91.23291960661032,0,1,22.37,56.1,6.8490473610949865,15.783099139431902,E
CPT-PRK-08,2010,1575500.99,5185607.89,109.06341990730192,0,1,22.37,56.1,4.203644845171161,11.092218187154913,E
CPT-PRK-09,2010,1575265.42,5185760.71,97.30201154107492,0,1,22.37,54.69,5.099140639206987,12.56323116678336,E
CPT-RCH-02,2010,1572865.64,5181491.38,68.5148090225638,0,1,22.46,70.66,8.59217767770898,14.75910476538658,CW
CPT-RCH-03,2010,1572590.18,5181552.59,131.15264304234103,0,1,22.46,64.67,1.9136853302126489,5.383953307322531,CW
CPT-RCH-05,2010,1572719.54,5181738.81,142.67360421486697,0,1,22.46,64.67,1.386625395437432,3.883170070762338,CW
CPT-RCH-08,2010,1573065.25,5182005.35,93.8577843572662,0,1,22.46,70.66,11.58970529385529,20.51686130505309,CW
CPT-RCH-10,2010,1572864.59,5182049.44,153.588590326502,0,1,22.46,70.66,0.6630203025468889,2.399343524612948,CW
CPT-RCH-11,2010,1573120.86,5182129.94,78.2281966567409,0,1,22.46,70.66,4.396016876125899,9.694251634093373,CW
CPT-RCH-12,2010,1572976.14,5181931.23,78.83113800425097,0,1,22.46,70.66,5.730167351727242,12.033566577419132,CW
CPT-RCH-13,2010,1573164.99,5182028.45,85.97696521120115,0,1,22.46,70.66,7.831589707751768,14.301928735891488,CE
CPT-RCH-16,2010,1573297.93,5182035.91,69.30717606106919,0,1,22.46,70.66,3.1061555700943977,6.007808407767646,CE
CPT-RCH-17,2010,1572767.08,5181960.41,113.28460811155595,0,1,22.46,70.66,3.6062238285254615,11.607483539102413,CW
CPT-RCH-22,2010,1572318.45,5181928.27,88.36360551723487,0,1,22.52,64.67,2.9416720537860908,8.143641925632279,CW
CPT-RCH-25,2010,1572077.56,5181993.76,91.11287750019822,0,1,22.52,64.67,6.464856542525333,15.795663158591545,CW
CPT-RCH-26,2010,1572418.4,5181737.54,103.03446230004884,0,1,22.46,64.67,3.775846490677546,8.945053761769845,CW
CPT-RCH-29,2010,1572870.66,5181472.99,85.08743268551768,0,0,22.46,70.66,9.586974057358775,18.44020823642761,CW
CPT-RCH-30,2010,1572946.48,5181892.91,83.171435570384,0,0,22.46,70.66,5.322130541899267,12.998623176031249,CW
CPT-RCH-31,2010,1573113.49,5182019.79,113.22094883417616,0,1,22.46,70.66,6.47534194606429,16.68024726782814,CW
CPT-RCH-43,2011,1572475.34,5180817.38,145.3707264279851,0,1,22.07,70.22,2.3923811245617634,8.121445758431829,CW
CPT-RCH-44,2011,1572349.5,5180815.21,89.93937099309116,0,1,21.99,70.22,7.746347290221145,17.54483335786581,CW
CPT-RCH-46,2011,1572430.21,5181118.82,117.92022926280433,0,1,22.46,70.22,1.3598054640318518,4.865271674488352,CW
CPT-RCH-50,2011,1572149.03,5181390.39,90.88119756697056,0,1,22.52,64.67,5.988904698203699,14.675656408314978,CW
CPT-RCH-52,2011,1571756.43,5181208.25,105.59211436035304,0,1,22.52,67.03,3.737143905152176,10.564736244099524,CW
CPT-RCH-54,2011,1571813.15,5180885.57,120.79687592169611,0,1,22.52,67.03,2.255834368990743,7.259925681945096,CW
CPT-RCH-58,2011,1572094.14,5180780.59,96.2250025726534,0,1,21.99,70.22,4.3843328462040265,11.701116458009402,CW
CPT-RCH-59,2011,1571977.51,5180975.1,96.87282590453115,0,1,22.52,67.03,4.122660948648101,11.4341255264255,CW
CPT-RCH-60,2011,1571980.59,5180867.31,96.26102084149696,0,1,22.52,67.03,2.5010653830760545,6.80403309006207,CW
CPT-RCH-63,2011,1571925.03,5182212.44,94.9645759035124,0,1,22.52,52.2,5.112149381457747,11.35290817176618,CW
CPT-RCH-66,2011,1572294.35,5182681.38,88.75138035053273,0,1,23.12,54.7,6.856117228364628,15.06878866464079,CW
CPT-RCH-67,2011,1572280.89,5182457.98,214.6065620918232,0,1,22.52,54.7,0.0142075085514212,0.0595336376114191,CW
CPT-RCH-68,2011,1572311.02,5182134.56,142.83281827770193,0,1,22.52,64.67,1.18277166890556,4.169980116978133,CW
CPT-RCH-70,2011,1572520.65,5182677.79,130.4077462283496,0,1,22.46,54.7,2.1281598562995003,5.208826350891669,CW
CPT-RWD-01,2010,1568623.91,5185741.11,76.46909991210701,0,0,25.55,26.19,15.354426575609091,14.165463881905124,W
CPT-RWD-02,2010,1568860.76,5185983.45,85.75665074578174,0,0,25.55,25.55,7.046920290946821,6.4409553005238624,W
CPT-RWD-03,2010,1568876.94,5186224.5,83.10774183869323,0,0,25.55,25.55,9.981710714430074,8.677698130780644,W
CPT-RWD-04,2010,1568715.5,5186461.64,66.68657396637373,0,0,25.58,25.55,14.870808113001884,13.624081172080407,W
CPT-RWD-05,2010,1568631.0,5186845.49,73.40440391960502,0,1,25.58,23.11,14.791515845526794,12.276952111207668,W
CPT-RWD-09,2010,1568947.61,5186782.44,88.17586998335247,0,0,25.58,25.55,1.8545180983334173,1.731083073945756,W
CPT-RWD-10,2010,1569000.21,5186571.94,94.59905982527228,0,0,25.58,25.55,3.713508691320916,2.994065265149434,W
CPT-RWD-13,2010,1569882.58,5186450.23,85.83830370957443,0,0,25.1,27.43,6.383822222275729,6.21314814066456,W
CPT-SHY-06,2011,1572686.6,5183630.5,142.90317833515073,0,1,22.46,46.7,2.5243626042918708,4.829029667336032,CW
CPT-SHY-10,2011,1572240.93,5183300.74,81.12978712263,0,1,23.12,46.7,4.626312065266163,8.065664000994083,CW
CPT-SHY-11,2011,1572574.38,5183484.23,152.50862150341956,0,1,22.46,46.7,1.660766433071517,3.6075500357498136,CW
CPT-SHY-13,2011,1572304.45,5183507.13,70.69954944191889,0,1,23.12,46.7,3.991699154872297,6.990021988717986,CW
CPT-SHY-14,2011,1572347.58,5183055.27,145.93127012381692,0,1,23.12,54.7,1.5383111517671568,3.937095230822733,CW
CPT-SHY-15,2011,1572356.6,5182827.99,127.32715183409012,0,1,23.12,54.7,2.88981815270419,7.466339139509776,CW
CPT-SHY-17,2011,1572061.39,5183022.04,92.36765582090352,0,1,23.12,54.7,9.61050161315702,16.15286943837649,CW
CPT-SHY-21,2011,1571841.96,5183443.03,61.77692010920147,0,1,23.12,45.73,14.065012849561011,19.41036687983167,CW
CPT-SHY-22,2011,1571996.47,5182845.76,63.56353563883763,0,1,23.12,52.2,8.975001846889404,13.215261614929458,CW
CPT-SHY-25,2011,1572094.05,5182821.12,121.6613836556434,0,1,23.12,54.7,4.134334649409844,7.650975513073394,CW
CPT-SHY-27,2011,1572737.86,5183004.33,145.53126759931985,0,1,22.46,60.67,0.9419217644563206,3.354864012501696,CW
CPT-SMF-01,2011,1569643.77,5176739.65,119.8046455927573,0,1,24.63,70.33,2.1396227533843053,6.52043125023252,W
CPT-SMF-02,2011,1569852.67,5176581.42,61.9442750467764,0,1,22.4,75.49,13.169541091736484,16.215456909294033,W
CPT-SMF-05,2011,1569938.44,5176653.74,81.3409609279313,0,1,22.4,70.33,6.943339498494931,11.465500892273646,W
CPT-SMF-11,2011,1570111.4,5176422.29,67.1080361618409,0,1,22.4,82.87,10.000806463847256,15.346370369557953,W
CPT-SMF-14,2011,1570897.06,5176447.72,62.66933924191115,0,1,22.4,92.11,17.388908739150875,21.66427460544836,W
CPT-SMF-17,2011,1570282.0,5176377.24,87.12994231400545,0,1,22.4,82.87,4.085407413129127,11.045790416684897,W
CPT-SMF-20,2011,1570499.37,5176696.95,202.3432865184469,0,1,22.4,73.22,1.0500411201540147,2.72445596712173,W
CPT-SMF-22,2011,1570668.85,5176825.71,80.9385218890297,0,1,22.4,73.22,3.975956851585691,9.052283991997603,W
CPT-SMF-23,2011,1570656.12,5176969.15,84.351461677466,0,0,22.4,73.22,3.4669036523740018,8.643590504358883,W
CPT-SMF-25,2011,1570497.32,5177122.37,71.25589481376642,0,1,22.3,73.22,15.337098114702536,20.94000263756604,W
CPT-SMF-26,2011,1570403.82,5177337.2,64.69715892939269,0,0,22.3,73.22,14.191467373734127,18.10099327309836,W
CPT-SMF-27,2011,1570401.4,5177523.44,68.13141096562616,0,0,22.3,73.22,12.776976015878958,19.085716491080987,W
CPT-SMF-28,2011,1570315.66,5177608.05,72.3682807875883,0,1,22.3,69.75,7.348621202951714,13.56831677797971,W
CPT-SMF-29,2011,1570008.08,5177394.68,58.157462646792766,0,1,22.3,70.33,14.26566501131941,17.83889301693793,W
CPT-SMF-30,2011,1570182.09,5177233.14,88.45162830990733,0,0,22.3,73.22,4.6963700794675365,8.802054559907502,W
CPT-SNB-01,2011,1578225.92,5181451.6,154.62115285341258,0,0,21.24,98.34,0.6273765932802323,6.486992793415248,E
CPT-SNB-01F,2010,1577949.58,5181057.12,104.55849267764064,0,1,21.24,125.1,6.839713984699648,23.27053293109028,E
CPT-SNB-02,2011,1578181.85,5181155.64,131.46744744040018,0,0,21.24,93.67,2.1664043043960515,12.2390321417991,E
CPT-SNB-04,2011,1578541.14,5180551.54,136.52130089845045,0,1,18.13,93.67,1.5150945452414768,12.670449973049545,E
CPT-SNB-06,2011,1578254.43,5180758.32,114.7686073846067,1,1,18.13,93.67,3.865431636402238,20.601693194364564,E
CPT-SNB-07,2011,1578042.02,5180922.9,103.10425304994892,0,1,21.24,125.1,4.879139876710534,16.510475532058788,E
CPT-SNB-08,2011,1577963.31,5181214.71,115.52748265662196,0,1,21.24,125.1,5.214408191161848,21.390587878388047,E
CPT-SPE-08,2010,1575204.27,5191263.01,101.22464722868511,0,1,23.32,32.63,10.87559449442713,14.77783907294436,E
CPT-SPE-14,2010,1575279.61,5191337.34,111.49106392544604,0,1,23.32,32.63,8.06490151052975,11.283245933969784,E
CPT-SPE-15,2010,1575553.79,5191384.08,108.5933807277307,1,1,23.32,34.01,5.923267238430026,8.636226736840733,E
CPT-SPN-06,2011,1568630.92,5177744.96,68.30113457311413,0,1,22.62,53.24,14.571913259596524,15.85292724818652,W
CPT-SPN-08,2011,1569327.82,5177889.82,65.13294761856584,0,1,22.62,56.37,15.89790882439811,20.47683614893603,W
CPT-SPN-11,2011,1569539.25,5177700.01,62.39716648712682,0,1,22.62,62.83,16.316704358514233,17.747389896129317,W
CPT-SPN-15,2011,1569636.95,5177446.72,67.15312305735792,0,1,22.62,70.33,18.668233193190616,21.275330750500245,W
CPT-SPN-16,2011,1568533.86,5177103.93,68.09442648580279,0,0,24.63,54.27,5.976159304811369,8.836528677363185,W
CPT-SPN-17,2011,1569030.57,5177130.56,78.48806752493383,0,0,22.62,60.46,13.970037672813378,17.270812328627695,W
CPT-SPN-21,2011,1568817.55,5176732.79,65.45448650970263,0,1,24.63,60.46,7.485059030485372,12.32311048724013,W
CPT-SPN-25,2011,1569810.76,5176342.86,79.72019603400202,0,1,22.4,75.49,4.123113722120095,8.976981442226155,W
CPT-SPN-31,2011,1569073.6,5175423.06,69.0371142954491,0,0,24.63,65.68,16.631144657207265,17.72146691442199,W
CPT-SPN-32,2011,1569246.08,5175837.36,74.86261999355729,0,1,24.63,65.35,6.378541736136661,10.64112884799336,W
CPT-SSH-03,2010,1579690.17,5177406.34,113.56763701773345,1,1,20.95,106.8,3.596287437206657,18.85247296986355,E
CPT-SSH-04,2010,1579793.84,5177426.62,99.01175671679388,1,1,20.95,106.8,6.871463878299248,25.014190730588965,E
CPT-SSH-05,2010,1579719.27,5177761.79,103.03474492932456,1,1,20.95,100.7,6.893327653897301,20.100286894363457,E
CPT-SSH-06,2010,1579731.66,5177889.54,127.33848110120316,0,1,20.95,100.7,3.4314609870897805,21.805606318618896,E
CPT-SSH-07,2010,1579488.62,5178164.32,104.5990336106847,1,1,20.95,100.7,7.288219731744903,26.47456579774449,E
CPT-SSH-08,2010,1579343.52,5178507.52,100.52793541163436,0,1,20.95,116.8,4.53268942713375,18.27471401389696,E
CPT-STA-01,2010,1571698.5,5182102.57,89.88474032726367,0,1,22.52,59.12,6.935686164697905,14.797799770581282,CW
CPT-STA-02,2010,1571401.05,5181995.76,87.19007438630746,0,0,22.52,59.12,6.563292687316183,14.553190956430832,CW
CPT-STA-06,2010,1571130.95,5181725.2,144.57513985023436,0,1,22.52,55.42,1.9543003347936627,4.24800931925585,W
CPT-STA-08,2010,1571253.37,5182332.81,63.39800682842553,0,1,22.52,48.95,7.22872804531996,8.046276530631506,W
CPT-STA-10,2010,1570993.5,5181548.64,89.9063153937906,0,1,22.83,55.42,3.852036632194767,7.124287591198234,W
CPT-STA-13,2010,1570459.24,5182788.65,84.84370681437665,0,1,23.84,45.19,4.07457021263269,8.878528831482207,W
CPT-STA-14,2011,1569121.18,5183137.9,75.20834777945582,0,1,24.8,34.14,12.049507314887588,14.117781472521015,W
CPT-STA-15,2011,1569336.43,5183210.69,77.74591645947766,0,1,24.8,34.14,10.087240832863973,11.318916358927892,W
CPT-STA-17,2011,1569182.64,5182834.9,68.42828972336407,0,1,24.8,38.2,3.1588850837029905,4.991428567719545,W
CPT-STA-18,2011,1569489.23,5182986.57,86.46896134234666,0,1,24.8,41.71,8.68818342039522,14.356786571584289,W
CPT-STA-20,2011,1569589.22,5182784.0,82.65876427232669,0,1,24.8,41.71,7.37476578977431,12.06266766729194,W
CPT-STA-24,2011,1569913.29,5182979.6,87.08323129300948,0,1,23.84,41.71,8.640024853857028,14.266055706978303,W
CPT-STA-32,2011,1570027.63,5182521.24,99.33385654473012,0,1,22.83,45.19,1.7535709557082544,3.575939570600778,W
CPT-STA-37,2011,1570017.2,5181985.97,86.15232147925879,0,1,22.83,46.79,5.58568896589826,12.201945521598464,W
CPT-STA-42,2011,1569733.15,5183541.93,76.40856602262946,0,1,23.84,36.82,3.151523635342139,4.5721516278696885,W
CPT-STA-45,2011,1570217.91,5182860.35,86.18106204141696,0,1,23.84,45.19,9.592643040216906,15.953310503571224,W
CPT-STA-48,2011,1570942.62,5183057.23,87.53956424154792,0,1,23.84,48.95,6.313026280796782,11.462650583947305,W
CPT-STA-57,2011,1571800.51,5183266.22,80.4145703883308,0,1,23.12,45.73,6.010812776765768,10.98544176015601,CW
CPT-STA-61,2011,1571822.04,5182379.93,81.96498360364772,0,1,22.52,52.2,10.175098656024232,18.83903780476876,CW
CPT-STA-63,2011,1571255.15,5182342.83,86.72117202669352,0,1,22.52,48.95,3.8366306819447993,5.80907254391035,W
CPT-STA-67,2011,1571096.16,5182099.12,71.57938897573158,0,1,22.52,55.42,8.131942456087678,14.35817574791098,W
CPT-STA-68,2011,1571520.81,5182100.47,91.35359043870702,0,1,22.52,59.12,10.585815163352072,15.446312634240131,CW
CPT-STA-69,2011,1571660.0,5182254.05,82.23230527073895,0,1,22.52,52.2,10.412327043419497,19.302955284119,CW
CPT-STA-72,2011,1571637.49,5181944.95,79.93207998476036,0,1,22.52,59.12,11.414833259633676,16.812766945232724,CW
CPT-STA-74,2011,1571640.84,5181614.83,85.34193247762522,0,1,22.52,59.12,10.180278408710086,21.774440161755614,CW
CPT-STA-77,2011,1570869.68,5181309.71,75.79160208832748,0,0,22.83,55.42,9.945654232297162,13.579045981861318,W
CPT-STM-03,2011,1571757.68,5176643.21,103.80659735372188,0,1,21.94,101.4,0.2316459924169053,0.7242532112619318,CW
CPT-STM-04,2011,1571575.33,5176879.98,80.75344562487928,0,1,21.94,100.2,4.436839195877755,9.02405832303057,CW
CPT-STM-06,2011,1571793.93,5176913.92,82.9447254063627,0,1,21.94,100.2,4.29995286776516,9.964145332642245,CW
CPT-STM-08,2011,1571664.97,5177048.99,97.89130662256429,0,1,21.94,100.2,1.861439715986764,6.185838596708132,CW
CPT-STM-10,2011,1571729.38,5177341.98,108.93774163513392,0,1,22.09,100.2,3.103595901812696,10.824296689245475,CW
CPT-STM-18,2011,1572396.28,5177447.17,93.39777137996548,0,1,22.09,109.5,4.714279419201393,15.345362043416454,CW
CPT-STM-19,2011,1572239.68,5177171.36,98.29057367745716,0,1,22.09,109.5,3.274218273643032,10.374932523229893,CW
CPT-STM-21,2011,1572364.39,5177215.06,134.44414440170445,0,1,22.09,109.5,1.6120257530159714,8.569956983615663,CW
CPT-STM-23,2011,1572299.01,5177041.49,93.62257389750378,0,1,21.94,109.5,3.6646267822588414,7.803563963223477,CW
CPT-STM-26,2011,1572013.41,5176944.52,75.95001973836773,0,1,21.94,100.2,7.9051818575775075,14.47454267226106,CW
CPT-STM-27,2011,1571824.54,5177200.25,85.25554593719102,0,0,22.09,100.2,6.945540166915126,14.42194087791499,CW
CPT-SYD-03,2011,1571509.66,5178218.73,81.36217335391066,0,1,22.09,78.72,6.035628320690346,12.955618814848938,CW
CPT-SYD-09,2011,1570956.83,5177477.98,73.20803330361366,0,1,22.3,81.79,14.794091752933182,21.0095027793713,W
CPT-SYD-10,2011,1570800.26,5177384.95,78.9322493641079,0,0,22.3,81.79,12.213576602116046,18.5616970840352,W
CPT-SYD-13,2011,1571337.9,5177173.55,82.29889944284245,0,0,22.09,81.79,4.443375704266734,10.361584589912113,CW
CPT-SYD-14,2011,1571297.36,5177515.17,90.89116792006844,0,1,22.09,81.79,6.142310865750109,16.54012061223633,W
CPT-VRN-03,2011,1572770.0,5176240.0,72.4250705197182,0,0,20.53,111.9,3.624866073533667,7.789239990008196,CW
CPT-VRN-04,2011,1572725.0,5175980.0,79.35316644636353,0,0,20.53,108.0,1.2373545598451967,3.1953615102355237,CW
CPT-VRN-06,2011,1572695.0,5176400.0,85.25914057926002,0,0,20.53,108.0,4.18738286373285,12.01065164456906,CW
CPT-VRN-07,2011,1572785.0,5176390.0,86.50661005650326,0,0,20.53,111.9,1.6303210797339358,5.768458691057566,CW
CPT-VRN-09,2011,1572780.0,5176230.0,73.74618479617688,0,0,20.53,111.9,2.378553691711176,6.554684173644713,CW
CPT-VRN-10,2011,1572730.0,5176365.0,72.49732675737324,0,0,20.53,108.0,2.2063288616195216,5.326992305324806,CW
CPT-VRN-17,2011,1572695.0,5176130.0,77.6657939143635,0,0,20.53,108.0,0.7541732755134146,2.6975855847265406,CW
CPT-WAI-05,2010,1576119.45,5183470.24,124.46756498186475,0,1,22.03,74.33,2.449128763084916,9.081059006689198,E
CPT-WAI-06,2010,1574013.57,5181311.39,140.26603441965847,0,1,22.24,73.3,2.3429080627109413,7.457014770357789,CE
CPT-WAI-10,2010,1574232.54,5181638.12,123.68786895431384,0,1,22.24,82.14,7.496965950984756,18.304644237556737,CE
CPT-WAI-12,2010,1574366.24,5182039.67,82.31194788143344,0,0,22.24,82.14,12.301817051062608,22.76940832659712,CE
CPT-WAI-14,2010,1574397.94,5182176.09,84.15178850203526,0,0,22.24,82.14,10.34762873035244,21.49949644318145,CE
CPT-WAI-15,2010,1574428.8,5182289.35,101.26019595610713,0,0,22.24,68.54,6.659579026306238,19.014781579188888,CE
CPT-WAI-16,2010,1574418.14,5182474.4,93.4115734021134,0,0,22.24,68.54,8.08717075822729,18.921670436077825,CE
CPT-WAI-17,2010,1574680.57,5181748.48,97.3170809764936,0,0,22.24,82.14,4.690803307520498,14.37386461247925,CE
CPT-WAI-18,2010,1573833.99,5181516.69,82.43422977997683,0,1,22.24,73.3,8.79975828819281,14.275150962327888,CE
CPT-WAI-20,2010,1573868.13,5181592.79,98.12006161512096,0,0,22.24,73.3,8.725762763751291,20.44940829614402,CE
CPT-WAI-24,2010,1574382.68,5182120.77,76.53089741439179,0,0,22.24,82.14,12.879145521312187,21.800997472276475,CE
CPT-WAI-27,2010,1574433.46,5182346.09,71.17147356141344,0,0,22.24,68.54,13.283925484374866,22.44943772113639,CE
CPT-WAI-28,2010,1574433.17,5182418.8,88.59847558436368,0,1,22.24,68.54,10.952036947446745,22.929026990567465,CE
CPT-WAI-32,2011,1574674.1,5182299.67,112.10632567206784,0,1,22.24,68.54,4.713667217394546,13.937531942380764,CE
CPT-WAI-36,2011,1574687.25,5181998.81,93.4440582580071,0,0,22.24,82.14,8.076362251255157,22.35722378490401,CE
CPT-WAI-37,2011,1574771.07,5181909.21,103.27597310778388,0,1,22.24,88.68,6.612910223055411,21.38589931737552,CE
CPT-WAI-38,2011,1574752.85,5181856.86,98.65784823009758,0,0,22.24,88.68,8.47949568238522,24.30169636482787,CE
CPT-WAI-40,2011,1574782.37,5181708.87,108.7847665209125,0,1,22.24,88.68,4.091200867602869,13.660329784891434,CE
CPT-WAI-41,2011,1574866.52,5182045.18,107.96499907334989,0,1,22.24,88.68,5.611088794375124,17.486908093400345,CE
CPT-WAI-42,2011,1574943.83,5182276.08,115.6480099155505,0,1,22.24,76.29,4.966504232864368,16.212429508977557,CE
CPT-WAI-44,2011,1575655.13,5182654.7,111.2488782001207,0,1,21.91,81.11,6.085100232495232,17.022291070723874,E
CPT-WAI-45,2011,1575773.27,5182497.38,132.20983472052737,0,1,21.91,81.11,2.6500362232832755,14.05988652206381,E
CPT-WAI-47,2011,1575782.34,5182326.4,131.167549623386,0,1,21.91,81.11,1.956386472615971,9.736825845578874,E
CPT-WAI-59,2011,1574927.73,5181718.36,100.71018709216722,0,1,22.24,88.68,4.302246887112197,14.522146686395722,CE
