oid,year,E,N,LSN_S,LSN_F,pgaF,mS,mF
CPT-CBD-PC03,2011,1571108.12,5180380.19,1.001547833142085,3.2242655459947587,63.18,0,1
CPT-CBD-Z2-1,2011,1570502.21,5180375.42,1.0245339085804122,3.361979127725569,57.63,0,0
CPT-CBD-Z2-11,2011,1570623.21,5180460.58,1.236394754919001,3.8019440932075916,57.63,0,1
CPT-CBK-03,2010,1567598.49,5185478.32,9.951743391723278,8.492995691475034,25.19,0,0
CPT-CBK-04,2010,1567802.38,5185577.24,2.2721371693394676,1.999950800353617,25.19,0,0
CPT-CBK-08,2010,1568380.93,5186000.94,11.718307089534823,9.124406628907014,24.37,0,1
CPT-CHM-08,2011,1570406.17,5176324.53,3.720399597975243,8.727184604668356,82.87,0,1
CPT-CHM-12,2011,1570554.71,5176183.38,3.9150577630572623,7.921523503208108,82.87,0,0
CPT-DAL-07,2010,1574602.57,5182888.22,10.383708427477329,22.350209993690335,68.54,0,0
CPT-DAL-10,2010,1573547.91,5181402.25,7.012581131314242,13.681901428936131,73.3,0,0
CPT-DAL-11,2010,1573475.39,5181613.71,3.6887483385955386,10.056396716053214,73.3,0,0
CPT-DAL-12,2010,1573546.15,5181653.92,4.335032536442447,9.404698378978402,73.3,0,0
CPT-DAL-17,2010,1573495.1,5181834.56,2.4222814227303604,9.140080762112595,73.3,0,0
CPT-DAL-19,2010,1573913.09,5181844.99,6.311840918254582,16.125653304396526,73.3,0,0
CPT-DAL-20,2010,1574113.48,5181897.97,4.252240684915368,15.585846027126461,82.14,0,0
CPT-DAL-22,2010,1573614.93,5182098.11,2.1291010159381214,7.383893413933313,73.3,0,0
CPT-DAL-23,2010,1573910.29,5182147.67,6.9154465653583665,15.25424555031612,73.3,0,0
CPT-DAL-25,2010,1574327.22,5182208.53,9.894415410413094,19.795342945125782,82.14,0,0
CPT-DAL-26,2010,1573900.35,5182314.86,2.5148818430384754,8.598315441017288,67.92,0,0
CPT-DAL-27,2010,1574131.27,5182348.13,7.838704300969411,19.004626295391333,68.54,0,0
CPT-DAL-28,2010,1574347.38,5182392.82,5.476432133091596,14.190271427457988,68.54,0,0
CPT-DAL-29,2010,1573923.06,5182569.96,8.45569067081896,17.742271786763,67.92,0,0
CPT-DAL-31,2010,1574317.6,5182612.75,8.778009614519181,21.92790983009065,68.54,0,0
CPT-DAL-33,2010,1574183.27,5182817.31,8.316637829029386,18.52065066547459,68.54,0,0
CPT-DAL-37,2010,1574304.42,5183000.16,12.760767577667478,23.792782731817752,68.54,0,0
CPT-DAL-38,2010,1573319.65,5182003.01,1.4148508149616597,4.9779944606948,70.66,0,0
CPT-DAL-40,2010,1573527.21,5182478.35,6.210406329728413,14.415907969822605,67.92,0,0
CPT-DAL-41,2010,1573713.36,5182733.94,1.2736646715606446,4.893431239208004,67.92,0,0
CPT-DAL-42,2010,1573557.78,5181723.25,7.998868534851396,18.933037515925957,73.3,0,0
CPT-DAL-43,2010,1573563.31,5181672.51,6.93142676858385,17.015711798344753,73.3,0,0
CPT-DAL-44,2010,1573449.04,5181581.74,7.209623792232317,17.22862626689966,73.3,0,0
CPT-DAL-45,2010,1573404.17,5181504.98,6.725227410168847,17.099117077862452,73.3,0,0
CPT-DAL-46,2010,1577822.55,5182279.42,6.144601750381168,17.755852860303033,85.08,0,0
CPT-DAL-48,2010,1573473.04,5181229.59,12.444279713017476,17.475369665794318,83.17,0,0
CPT-DAL-49,2010,1573519.39,5181222.23,12.183230354488044,18.628225552499742,83.17,0,0
CPT-DAL-50,2010,1573689.37,5181227.87,3.371377459516542,12.21280589676633,83.17,0,0
CPT-DAL-51,2010,1573766.75,5181305.56,2.770639936597369,9.35740314250015,73.3,0,0
CPT-DAL-53,2010,1573787.29,5181498.65,10.104096135929238,16.07241640052626,73.3,0,0
CPT-DAL-54,2010,1564713.58,5177676.78,2.9850541511619184,3.0575261684633857,34.52,0,0
CPT-DAL-55,2010,1574174.61,5181733.28,7.118528730679149,16.384097078329617,82.14,0,0
CPT-DAL-57,2010,1574341.89,5182241.57,10.258564691082972,20.668973207213483,68.54,0,0
CPT-DAL-58,2010,1574352.36,5182302.31,10.263138214215163,22.29113233063623,68.54,0,0
CPT-DAL-59,2010,1574348.13,5182455.39,6.654033637366968,15.920527352531609,68.54,0,0
CPT-DAL-60,2010,1574338.38,5182520.28,9.592314030369163,19.794515743093864,68.54,0,0
CPT-DAL-61,2010,1574315.47,5182626.2,9.298942395445527,20.02321844734452,68.54,0,0
CPT-DAL-62,2010,1574300.85,5182775.75,10.10588010636683,21.541516097434393,68.54,0,0
CPT-FND-07,2010,1568060.77,5181489.81,1.8606348650142026,3.3988384474443896,39.36,0,1
CPT-FND-10,2010,1567472.29,5181622.81,5.951457804136887,8.506468689843553,36.71,0,1
CPT-FND-25,2011,1568501.05,5181766.68,15.0309106302241,21.41887603764771,39.36,0,0
CPT-FND-27,2011,1568539.58,5181119.79,3.3626397560176207,6.071848749432455,42.34,0,0
CPT-FND-28,2011,1568235.36,5181136.81,3.0792113824725336,5.309501223934561,42.34,0,0
CPT-HAL-03,2010,1565486.03,5175383.9,17.715076780972947,17.900259971534155,39.87,0,0
CPT-HAL-14,2010,1563413.75,5175479.22,6.259388998526761,5.99316175423655,31.540000000000003,1,0
CPT-HAL-15,2010,1563611.42,5175309.85,7.546127440506934,6.74100087693065,31.540000000000003,0,0
CPT-HAL-18,2010,1564174.39,5174722.73,8.201020328186248,8.215512926389572,33.64,1,0
CPT-HAL-24,2010,1564960.79,5173690.81,6.662165407330675,6.708145257538437,33.71,0,0
CPT-HAL-27,2010,1564913.67,5173182.53,9.49375744581272,9.271107773344271,33.71,0,1
CPT-HAL-32,2010,1565534.48,5174172.79,5.337623199245612,6.296387121668765,39.49,0,0
CPT-HAL-35,2010,1565812.03,5175015.88,10.34968575752215,10.43543208791711,39.87,0,0
CPT-HAL-36,2010,1565699.71,5174666.52,8.661522885438664,10.200922348830439,39.49,1,1
CPT-HAL-37,2010,1565561.75,5174400.82,10.959638743691055,12.241791892893369,39.49,0,0
CPT-HAL-40,2010,1565005.75,5174768.57,6.279917220179026,6.728111744933417,35.81,0,0
CPT-HAL-42,2010,1564889.9,5175339.73,8.016091352414737,8.714113629665379,36.17,0,0
CPT-HAL-44,2010,1573298.04,5182036.06,6.0054566589389164,12.163768624564984,70.66,0,0
CPT-HAL-45,2010,1564781.48,5175767.47,7.672190085201784,8.861954753002511,36.1,0,0
CPT-HLB-03,2011,1573365.21,5176968.37,8.65380556891238,19.906638832984818,118.5,0,0
CPT-HLB-04,2011,1573402.57,5176950.53,7.256556440015677,17.36798555658146,118.5,0,0
CPT-HLB-07,2011,1573413.86,5176633.96,16.74658599022937,23.63325377839955,111.9,0,1
CPT-HLB-10,2011,1573538.31,5176722.49,4.259431577501611,10.799404995931212,124.0,0,0
CPT-HLB-11,2011,1573666.56,5176925.27,5.217479305812149,14.526796014878746,124.0,0,0
CPT-HLB-12,2011,1573661.84,5176763.43,6.151960719939034,17.050519441015624,124.0,0,0
CPT-HNH-02,2010,1568454.58,5176041.02,7.321968647799469,12.335015165703357,52.68999999999999,0,1
CPT-HNH-03,2010,1568322.52,5175737.55,10.51682036800491,13.461963652477987,52.68999999999999,0,1
CPT-HNH-09,2011,1567055.41,5177121.08,12.01972122005277,13.876005123536684,45.82,0,0
CPT-HNH-11,2011,1567663.25,5177139.63,3.914174065746487,7.925907617520762,49.93,0,0
CPT-HNH-14,2011,1567298.83,5176839.25,11.023821667429253,11.535462710387801,45.82,0,0
CPT-HNH-18,2011,1566747.11,5176513.5,19.898502715611713,20.20370733452069,46.19,0,0
CPT-HNH-21,2011,1567983.8,5176761.87,6.805204226077874,12.762790973829865,49.93,0,0
CPT-HNH-22,2011,1568189.33,5176910.9,3.2434593659692954,8.392516371341523,54.27000000000001,0,0
CPT-HNH-25,2011,1568661.44,5176874.31,4.363813951974717,7.751894385837846,54.27000000000001,0,1
CPT-HNH-26,2011,1567989.58,5176277.12,7.625701230562441,9.718120386578489,47.54,0,0
CPT-HNH-30,2011,1568243.25,5175891.42,7.587174290204951,10.625178861623679,52.68999999999999,0,1
CPT-HNH-32,2011,1568356.25,5175655.9,8.671860786051687,12.923121328517162,59.38,0,1
CPT-HNH-33,2011,1568640.0,5175713.03,1.9557126218269427,3.7137395675678304,59.38,0,0
CPT-HNH-38,2011,1566840.07,5177511.99,4.458796581462641,7.296013139215964,45.82,0,0
CPT-KAN-03,2010,1572096.61,5182098.5,14.58061809846155,20.666160178538302,64.67,0,1
CPT-KAN-05,2010,1572386.86,5196601.13,7.52616588059977,5.757216836731231,21.18,0,0
CPT-KAN-06,2010,1572480.95,5196520.84,8.709999356351055,6.495697761892532,21.18,1,0
CPT-KAN-07,2010,1572711.51,5196310.34,8.279786137247998,6.445817027422622,21.67,1,1
CPT-KAN-08,2010,1573043.55,5196169.13,15.424758853376341,9.490596095820925,21.67,1,1
CPT-KAN-09,2010,1572574.61,5196778.1,9.792134805175726,7.813074064141431,21.18,0,0
CPT-KAN-10,2010,1572656.17,5196687.95,6.450496093094536,5.011389678017524,21.18,1,0
CPT-KAN-12,2010,1573047.24,5196427.75,9.5682245107627,6.764248700146946,21.67,1,0
CPT-KAN-13,2010,1573172.24,5196274.66,18.18945825951499,15.293228287473303,21.67,1,0
CPT-KAN-14,2010,1573309.78,5196361.98,13.773787777733896,8.900524125449696,21.67,1,0
CPT-KAN-15,2010,1573331.24,5196529.78,17.160705880703834,10.98996844594753,21.67,1,0
CPT-KAN-17,2010,1572859.85,5196869.36,12.737728013502803,8.699118277287372,21.67,1,0
CPT-KAN-18,2010,1573060.14,5196640.8,16.399417759829646,10.398454696792403,21.67,1,0
CPT-KAN-20,2010,1573474.52,5196551.09,12.93809679636588,8.263959658596049,22.14,1,1
CPT-KAN-23,2010,1573560.33,5196806.28,7.214151243756762,5.473950983825107,22.14,1,1
CPT-KAN-26,2010,1572219.3,5196845.47,8.742422344633447,6.089097991001907,21.18,0,0
CPT-KAN-28,2010,1572278.54,5196750.64,8.132524917661815,6.359809838701043,21.18,0,0
CPT-KAN-30,2010,1572547.16,5196625.67,9.585613583933343,7.178105398154297,21.18,0,0
CPT-KAN-31,2010,1572882.96,5196195.95,9.983902937055522,6.539695668901125,21.67,1,1
CPT-KAN-32,2010,1572877.54,5196213.08,8.000175219115464,5.671554456026377,21.67,1,1
CPT-KAN-35,2010,1572578.35,5196418.79,12.170989624488488,8.216410120531588,21.18,1,1
CPT-KAN-38,2010,1573084.47,5196180.29,12.216504619541857,8.329350831675642,21.67,1,0
CPT-KAN-39,2010,1573405.04,5196231.21,15.101942535251384,9.91469203270163,22.14,1,1
CPT-KAN-40,2010,1573255.62,5196256.85,13.937500805708606,9.012805529688238,21.67,1,1
CPT-KAN-41,2010,1573338.64,5196256.73,16.214273620504652,10.481830296266558,21.67,1,1
CPT-KAN-42,2010,1572226.31,5196825.47,12.786365220645484,8.856916861554666,21.18,0,0
CPT-KAN-43,2010,1572405.57,5196584.46,7.343416172730395,5.840585726979009,21.18,0,0
CPT-KAS-02,2010,1572740.69,5195795.51,17.885533481987906,15.617989980759656,22.58,1,0
CPT-KAS-08,2010,1572516.99,5195704.14,11.117356350836673,7.807102080791983,22.02,1,0
CPT-KAS-13,2010,1572727.66,5196121.6,5.833858961480756,4.723953273065852,21.67,0,1
CPT-KAS-14,2010,1572479.96,5196327.7,4.401381115853312,3.4584069098228456,21.18,0,0
CPT-KAS-16,2010,1571969.95,5196551.43,10.308310948233,6.777446655453243,20.65,1,0
CPT-KAS-18,2010,1572068.19,5196782.42,14.076092733826972,9.202000220757048,21.18,1,0
CPT-KAS-19,2010,1571465.31,5196815.45,10.248456245592266,7.95979720616497,20.65,0,0
CPT-KAS-22,2010,1571930.45,5196932.51,11.61486528195751,7.770872287192213,20.65,1,1
CPT-KAS-23,2010,1571033.8,5196821.88,12.766378278894365,8.325289565411818,20.1,0,0
CPT-KAS-25,2010,1572272.42,5195588.2,0.23771905813304314,0.1781042399284668,22.02,0,0
CPT-KAS-29,2010,1572609.36,5195793.58,11.642720043662255,9.247131949797609,22.02,1,0
CPT-KAS-31,2010,1572603.96,5196216.66,4.133361517644685,3.064337639415026,21.18,0,1
CPT-KAS-34,2010,1571976.73,5196731.32,17.22099462936704,10.728219302591434,20.65,1,1
CPT-KAS-35,2010,1572108.31,5196535.36,0.38902621453689834,0.21025162476207115,21.18,0,0
CPT-KAS-36,2010,1572199.86,5196646.43,1.0868950659678953,0.8033685120943177,21.18,0,0
CPT-KAS-37,2010,1572242.49,5196600.0,0.9390796526576277,0.6035522647164012,21.18,0,0
CPT-KAS-38,2010,1572222.64,5196403.05,3.3003394595998734,2.3510181814004283,21.18,0,0
CPT-KAS-41,2010,1572081.61,5196902.22,15.15254071685608,10.674122546233178,21.18,0,0
CPT-KAS-43,2010,1572555.85,5196253.63,6.9051285857694245,5.405502119449672,21.18,0,1
CPT-KAS-46,2010,1572725.2,5195980.22,5.972653364814105,4.426227809454082,22.58,1,0
CPT-KAS-47,2010,1572756.77,5195866.11,15.6999059052362,14.820291021003197,22.58,0,1
CPT-KAS-48,2010,1572740.69,5195795.51,14.555936440666816,13.737893779565866,22.58,1,0
CPT-KAS-50,2010,1572561.76,5195382.43,13.328996930960951,10.236573248003943,22.02,0,1
CPT-KAS-51,2010,1572516.82,5195333.97,13.727313059424642,10.069416638699185,22.02,1,1
CPT-KAS-52,2010,1572465.63,5195379.26,12.769315131588522,8.933710473722837,22.02,0,1
CPT-KAS-53,2010,1572091.36,5196752.85,3.1464512582071125,2.6437399815633094,21.18,1,0
CPT-KAS-54,2010,1572294.91,5196562.13,5.061078334157985,3.220269120219799,21.18,0,0
CPT-KAS-55,2010,1572330.92,5196522.27,3.573587517945315,2.366873054030664,21.18,0,0
CPT-KGA-01,2010,1573109.93,5194207.68,5.007247734486514,4.081607235504279,20.45,0,0
CPT-KGA-02,2010,1573150.49,5194129.95,0.13962240054142827,0.08018874798687799,20.45,0,0
CPT-KRB-02,2010,1575952.34,5196255.05,13.882319400993417,11.528135034099739,23.43,1,1
CPT-KRB-03,2010,1575951.34,5196542.94,10.814636014062883,9.425107599046333,23.43,1,1
CPT-LWD-02,2011,1571935.3,5180646.32,1.4008997700497061,4.6871025543039915,67.03,0,0
CPT-LWD-03,2011,1572275.21,5180705.28,0.9515377505618718,2.765374076949782,70.22,0,1
CPT-LWD-04,2011,1572574.76,5180781.82,11.01985130967184,19.85588964838509,70.22,0,0
CPT-LWD-10,2011,1573734.99,5180674.44,0.7003712172832418,5.014639203808242,83.17,0,0
CPT-LWD-11,2011,1574360.22,5180665.44,1.1107879247591164,8.59591369534357,97.21,0,1
CPT-LWD-12,2011,1574116.86,5180484.12,4.99490593140844,18.454513308524014,97.21,0,0
CPT-LWD-13,2011,1573810.2,5180382.12,2.0248541989710613,11.7628677226456,83.17,0,0
CPT-LWD-15,2011,1573330.25,5180284.75,1.1088011368563409,5.240828003799271,84.8,0,0
CPT-LWD-17,2011,1571824.38,5180400.82,2.3367883500836024,7.076009246616789,67.03,0,0
CPT-LWD-24,2011,1573253.9,5179919.05,3.7731663167094376,13.810377423482409,84.8,0,0
CPT-LWD-26,2011,1572527.86,5179107.87,5.763455271644972,13.836166980689134,83.65,0,0
CPT-LWD-32,2011,1573684.4,5178577.58,8.875355173021894,21.181703869254893,91.49,0,1
CPT-LWD-38,2011,1574187.46,5180342.15,6.8040672005573,23.335962735573872,99.62,0,0
CPT-LWD-39,2011,1574370.83,5180734.91,0.661204055245732,3.9292142794886975,97.21,0,1
CPT-MRV-01,2010,1568833.95,5181086.57,4.57968177524306,9.531266825875134,44.14,0,0
CPT-MRV-18,2011,1569499.35,5182058.89,3.2128038825634726,7.1567734557355465,46.79,0,0
CPT-MRV-20,2011,1568903.81,5182027.39,3.720544871995481,6.777610064151697,42.12,0,0
CPT-NBT-06,2010,1576518.73,5183170.57,8.49929058461898,17.349731660182723,74.33,0,0
CPT-NBT-07,2010,1566700.95,5185625.14,10.994917450901514,8.246744575622857,24.7,0,0
CPT-NBT-15,2011,1576238.53,5184085.64,5.092372339196043,15.169645834686055,67.25,0,0
CPT-NBT-19,2011,1576260.54,5183400.36,5.9829106610733405,15.739792541072568,74.33,0,0
CPT-NBT-21,2011,1576689.57,5183579.63,4.892872077423248,16.92184770312609,74.33,0,0
CPT-NBT-26,2011,1577072.23,5183485.21,4.960930196477926,14.920964945416852,75.33,0,0
CPT-NBT-28,2011,1576999.33,5182961.39,6.566014227535572,19.69344624205271,81.63,0,0
CPT-NBT-33,2011,1575981.75,5184006.81,9.850330285097675,21.264685863574947,69.93,0,0
CPT-NBT-34,2011,1578173.96,5181502.22,0.5469523475273848,4.92444550436654,98.34,0,0
CPT-NBT-36,2011,1577915.39,5181879.65,7.921873115194663,24.148088749756504,95.51,0,1
CPT-NBT-37,2011,1577869.6,5181927.17,9.471263639152133,24.563175699719082,95.51,0,0
CPT-NBT-40,2011,1577879.63,5182401.25,10.120259040938887,26.56846919584707,85.08,0,0
CPT-NBT-41,2011,1577689.42,5182456.8,10.486649497725983,24.897003402560234,85.08,0,0
CPT-NBT-42,2011,1577517.5,5182578.56,11.011485086018615,27.449510810097994,85.08,0,0
CPT-NBT-43,2011,1577737.64,5182604.66,4.341498936649767,16.59833874296895,85.08,0,0
CPT-NBT-44,2011,1578020.43,5182556.62,1.5185478574870153,8.16063474899635,85.08,0,0
CPT-NBT-45,2011,1578043.27,5182379.42,3.728878817498806,14.381980581268389,85.08,0,1
CPT-NBT-46,2011,1578147.62,5182239.73,2.853348371697356,15.105281112973223,91.87,0,0
CPT-NBT-47,2011,1578131.91,5182044.01,5.606060329666962,18.916740821211448,98.34,0,0
CPT-NBT-48,2011,1578150.61,5181805.9,1.9485683840989805,10.604764492968668,98.34,0,0
CPT-NBT-49,2011,1578221.91,5181674.11,3.225020865156716,15.483589426921803,98.34,0,0
CPT-NNB-02,2011,1576659.17,5184563.24,6.123580478392835,19.942778528086606,67.25,0,1
CPT-NNB-07,2011,1577290.93,5184259.07,2.7224429516456263,10.425603672853438,69.34,0,0
CPT-NNB-09,2011,1577240.91,5184055.08,2.641745367844198,10.606483732047165,75.33,0,0
CPT-OPA-02,2011,1572027.14,5177886.08,3.952450110243787,9.55960181561518,78.72,0,0
CPT-OPA-04,2011,1572404.02,5177662.93,6.221337029096985,14.944565497096773,89.04,0,0
CPT-OPA-06,2011,1572476.04,5177626.81,8.413325114033068,18.88133684181946,89.04,0,0
CPT-OPA-08,2011,1572507.55,5177469.63,9.479789473237547,13.954390751465057,109.5,0,0
CPT-OPA-10,2011,1573062.67,5177494.41,8.522158487629152,20.22559861104092,118.5,0,0
CPT-OPA-11,2011,1573095.28,5177648.89,4.744140533233487,12.266894149841502,96.65,0,0
CPT-OPA-14,2011,1572537.33,5177329.67,4.665835121179303,9.361406048499344,109.5,0,0
CPT-OPA-15,2011,1572792.41,5177217.1,2.624371805755199,8.786577850026552,118.5,0,0
CPT-OPA-16,2011,1573028.91,5177332.48,4.538509599940381,14.761965752633623,118.5,0,0
CPT-OPA-18,2011,1573234.74,5177267.31,0.7855388918189599,2.791427656355851,118.5,0,0
CPT-OPA-20,2011,1572957.87,5176851.21,9.139026970886118,15.0954985281255,118.5,0,1
CPT-OPA-24,2011,1572375.86,5177133.42,3.548371616364674,7.751812966204597,109.5,0,0
CPT-PAI-14,2011,1568706.54,5182934.02,10.153267731242146,14.91011990235507,38.2,0,0
CPT-PAI-15,2011,1568530.37,5182644.97,2.4073995639248773,3.1524400119225566,35.1,0,0
CPT-PAI-17,2011,1568983.3,5182993.07,7.139190962530327,12.225290465965793,38.2,0,1
CPT-PAI-18,2011,1567724.07,5183502.86,3.660197028766107,3.989313626157398,29.710000000000004,0,0
CPT-PAI-19,2011,1568201.92,5184335.52,4.090336837489818,4.089913634070059,28.110000000000003,0,0
CPT-PIN-04,2010,1575778.41,5197255.67,10.761588500465566,9.2184611758917,22.23,1,0
CPT-PIN-05,2010,1575788.41,5197346.64,10.567762854480584,8.391846695498975,22.23,1,0
CPT-PIN-07,2010,1575914.36,5197211.69,8.683096252193467,7.467630997508515,22.23,1,1
CPT-PIN-08,2010,1575876.38,5197119.73,12.305974842833468,11.165343925651314,22.23,1,1
CPT-PIN-11,2010,1575805.41,5197646.53,5.702177998267635,5.0646451007107665,22.23,0,0
CPT-PRK-04,2010,1575168.5,5186048.65,7.099110073304582,13.486556661229569,51.03,0,0
CPT-PRK-05,2010,1575593.44,5186064.8,5.627424787076843,13.476577090338955,52.39,0,0
CPT-PRK-06,2010,1575747.58,5186099.93,7.959381555986615,17.734363614904147,52.39,0,0
CPT-PRK-07,2010,1575631.11,5185816.64,6.8490473610949865,15.783099139431902,56.10000000000001,0,0
CPT-PRK-08,2010,1575500.99,5185607.89,4.203644845171161,11.092218187154911,56.10000000000001,0,0
CPT-PRK-09,2010,1575265.42,5185760.71,5.099140639206987,12.56323116678336,54.69,0,0
CPT-RCH-02,2010,1572865.64,5181491.38,8.59217767770898,14.759104765386581,70.66,0,0
CPT-RCH-03,2010,1572590.18,5181552.59,1.9136853302126489,5.383953307322531,64.67,0,0
CPT-RCH-05,2010,1572719.54,5181738.81,1.386625395437432,3.883170070762338,64.67,0,0
CPT-RCH-08,2010,1573065.25,5182005.35,11.58970529385529,20.516861305053094,70.66,0,0
CPT-RCH-10,2010,1572864.59,5182049.44,0.6630203025468889,2.399343524612948,70.66,0,0
CPT-RCH-11,2010,1573120.86,5182129.94,4.396016876125899,9.694251634093371,70.66,0,0
CPT-RCH-12,2010,1572976.14,5181931.23,5.730167351727242,12.033566577419133,70.66,0,0
CPT-RCH-13,2010,1573164.99,5182028.45,7.831589707751768,14.301928735891488,70.66,0,0
CPT-RCH-16,2010,1573297.93,5182035.91,3.1061555700943977,6.007808407767646,70.66,0,0
CPT-RCH-17,2010,1572767.08,5181960.41,3.6062238285254615,11.607483539102413,70.66,0,1
CPT-RCH-22,2010,1572318.45,5181928.27,2.9416720537860908,8.143641925632279,64.67,0,1
CPT-RCH-25,2010,1572077.56,5181993.76,6.464856542525333,15.795663158591545,64.67,0,0
CPT-RCH-26,2010,1572418.4,5181737.54,3.775846490677546,8.945053761769845,64.67,0,0
CPT-RCH-29,2010,1572870.66,5181472.99,9.586974057358775,18.440208236427612,70.66,0,0
CPT-RCH-30,2010,1572946.48,5181892.91,5.322130541899267,12.998623176031249,70.66,0,0
CPT-RCH-31,2010,1573113.49,5182019.79,6.47534194606429,16.68024726782814,70.66,0,0
CPT-RCH-43,2011,1572475.34,5180817.38,2.3923811245617634,8.121445758431829,70.22,0,0
CPT-RCH-44,2011,1572349.5,5180815.21,7.746347290221145,17.54483335786581,70.22,0,0
CPT-RCH-46,2011,1572430.21,5181118.82,1.3598054640318518,4.865271674488352,70.22,0,0
CPT-RCH-50,2011,1572149.03,5181390.39,5.988904698203699,14.675656408314978,64.67,0,0
CPT-RCH-52,2011,1571756.43,5181208.25,3.7371439051521755,10.564736244099523,67.03,0,0
CPT-RCH-54,2011,1571813.15,5180885.57,2.255834368990743,7.259925681945096,67.03,0,0
CPT-RCH-58,2011,1572094.14,5180780.59,4.3843328462040265,11.701116458009402,70.22,0,0
CPT-RCH-59,2011,1571977.51,5180975.1,4.122660948648101,11.4341255264255,67.03,0,0
CPT-RCH-60,2011,1571980.59,5180867.31,2.5010653830760545,6.80403309006207,67.03,0,0
CPT-RCH-63,2011,1571925.03,5182212.44,5.112149381457747,11.352908171766181,52.2,0,0
CPT-RCH-66,2011,1572294.35,5182681.38,6.856117228364628,15.06878866464079,54.7,0,0
CPT-RCH-67,2011,1572280.89,5182457.98,0.014207508551421243,0.059533637611419124,54.7,0,0
CPT-RCH-68,2011,1572311.02,5182134.56,1.18277166890556,4.169980116978133,64.67,0,0
CPT-RCH-70,2011,1572520.65,5182677.79,2.1281598562995003,5.208826350891669,54.7,0,0
CPT-RWD-01,2010,1568623.91,5185741.11,15.354426575609091,14.165463881905124,26.19,0,0
CPT-RWD-02,2010,1568860.76,5185983.45,7.046920290946821,6.4409553005238624,25.55,0,0
CPT-RWD-03,2010,1568876.94,5186224.5,9.981710714430074,8.677698130780644,25.55,0,0
CPT-RWD-04,2010,1568715.5,5186461.64,14.870808113001885,13.624081172080409,25.55,0,0
CPT-RWD-05,2010,1568631.0,5186845.49,14.791515845526794,12.276952111207667,23.11,0,0
CPT-RWD-09,2010,1568947.61,5186782.44,1.8545180983334175,1.731083073945756,25.55,0,0
CPT-RWD-10,2010,1569000.21,5186571.94,3.7135086913209157,2.994065265149434,25.55,0,0
CPT-RWD-13,2010,1569882.58,5186450.23,6.383822222275729,6.2131481406645594,27.43,0,0
CPT-SHY-06,2011,1572686.6,5183630.5,2.5243626042918708,4.829029667336032,46.7,0,0
CPT-SHY-10,2011,1572240.93,5183300.74,4.626312065266163,8.065664000994083,46.7,0,0
CPT-SHY-11,2011,1572574.38,5183484.23,1.660766433071517,3.6075500357498136,46.7,0,1
CPT-SHY-13,2011,1572304.45,5183507.13,3.9916991548722973,6.990021988717986,46.7,0,0
CPT-SHY-14,2011,1572347.58,5183055.27,1.5383111517671568,3.937095230822733,54.7,0,0
CPT-SHY-15,2011,1572356.6,5182827.99,2.8898181527041906,7.466339139509776,54.7,0,0
CPT-SHY-17,2011,1572061.39,5183022.04,9.61050161315702,16.15286943837649,54.7,0,0
CPT-SHY-21,2011,1571841.96,5183443.03,14.065012849561011,19.41036687983167,45.73,0,0
CPT-SHY-22,2011,1571996.47,5182845.76,8.975001846889404,13.215261614929458,52.2,0,1
CPT-SHY-25,2011,1572094.05,5182821.12,4.134334649409844,7.650975513073394,54.7,0,0
CPT-SHY-27,2011,1572737.86,5183004.33,0.9419217644563206,3.3548640125016957,60.67,0,0
CPT-SMF-01,2011,1569643.77,5176739.65,2.1396227533843053,6.5204312502325195,70.33,0,0
CPT-SMF-02,2011,1569852.67,5176581.42,13.169541091736484,16.215456909294033,75.49,0,1
CPT-SMF-05,2011,1569938.44,5176653.74,6.943339498494931,11.465500892273646,70.33,0,0
CPT-SMF-11,2011,1570111.4,5176422.29,10.000806463847255,15.346370369557953,82.87,0,1
CPT-SMF-14,2011,1570897.06,5176447.72,17.388908739150875,21.664274605448362,92.11,0,0
CPT-SMF-17,2011,1570282.0,5176377.24,4.085407413129127,11.045790416684895,82.87,0,0
CPT-SMF-20,2011,1570499.37,5176696.95,1.0500411201540147,2.72445596712173,73.22,0,0
CPT-SMF-22,2011,1570668.85,5176825.71,3.975956851585691,9.052283991997603,73.22,0,0
CPT-SMF-23,2011,1570656.12,5176969.15,3.4669036523740018,8.643590504358883,73.22,0,0
CPT-SMF-25,2011,1570497.32,5177122.37,15.337098114702536,20.94000263756604,73.22,0,0
CPT-SMF-26,2011,1570403.82,5177337.2,14.191467373734127,18.10099327309836,73.22,0,0
CPT-SMF-27,2011,1570401.4,5177523.44,12.776976015878958,19.085716491080987,73.22,0,0
CPT-SMF-28,2011,1570315.66,5177608.05,7.348621202951714,13.56831677797971,69.75,0,0
CPT-SMF-29,2011,1570008.08,5177394.68,14.26566501131941,17.83889301693793,70.33,0,0
CPT-SMF-30,2011,1570182.09,5177233.14,4.6963700794675365,8.802054559907502,73.22,0,0
CPT-SNB-01,2011,1578225.92,5181451.6,0.6273765932802323,6.486992793415248,98.34,0,0
CPT-SNB-01F,2010,1577949.58,5181057.12,6.839713984699648,23.27053293109028,125.1,0,0
CPT-SNB-02,2011,1578181.85,5181155.64,2.1664043043960515,12.239032141799099,93.67,0,0
CPT-SNB-04,2011,1578541.14,5180551.54,1.5150945452414768,12.670449973049543,93.67,0,0
CPT-SNB-06,2011,1578254.43,5180758.32,3.865431636402238,20.601693194364564,93.67,1,0
